#curie_map:
#  FBbt: http://purl.obolibrary.org/obo/FBbt_
#  FlyBrain_NDB: https://flybrain-ndb.virtualflybrain.org/neuronrec-
#  ORCID: https://orcid.org/
#  obo: http://purl.obolibrary.org/obo/
#mapping_set_id: http://purl.obolibrary.org/obo/fbbt/mappings.sssom.tsv
#creator_id:
#  - ORCID:0000-0002-1373-1705
#license: https://creativecommons.org/licenses/by/4.0/
#subject_source: obo:fbbt.owl
#mapping_date: 2024-07-11
subject_id	subject_label	predicate_id	object_id	mapping_justification
FBbt:00003650	adult ellipsoid body ring neuron R1	skos:exactMatch	FlyBrain_NDB:10260	semapv:ManualMappingCuration
FBbt:00003651	adult ellipsoid body ring neuron R2	skos:exactMatch	FlyBrain_NDB:10262	semapv:ManualMappingCuration
FBbt:00003652	adult ellipsoid body ring neuron R3	skos:exactMatch	FlyBrain_NDB:10263	semapv:ManualMappingCuration
FBbt:00003653	adult ellipsoid body ring neuron R4	skos:exactMatch	FlyBrain_NDB:10261	semapv:ManualMappingCuration
FBbt:00003655	adult ellipsoid body extrinsic ring neuron ExR1	skos:exactMatch	FlyBrain_NDB:10264	semapv:ManualMappingCuration
FBbt:00003658	adult median bundle fan-shaped body tangential neuron	skos:exactMatch	FlyBrain_NDB:10525	semapv:ManualMappingCuration
FBbt:00003659	adult lateral fan-shaped body tangential neuron	skos:exactMatch	FlyBrain_NDB:10524	semapv:ManualMappingCuration
FBbt:00003719	lamina monopolar neuron L1	skos:exactMatch	FlyBrain_NDB:10089	semapv:ManualMappingCuration
FBbt:00003720	lamina monopolar neuron L2	skos:exactMatch	FlyBrain_NDB:10090	semapv:ManualMappingCuration
FBbt:00003721	lamina monopolar neuron L3	skos:exactMatch	FlyBrain_NDB:10091	semapv:ManualMappingCuration
FBbt:00003722	lamina monopolar neuron L4	skos:exactMatch	FlyBrain_NDB:10092	semapv:ManualMappingCuration
FBbt:00003725	lamina monopolar neuron L5	skos:exactMatch	FlyBrain_NDB:10093	semapv:ManualMappingCuration
FBbt:00003727	columnar neuron T1	skos:exactMatch	FlyBrain_NDB:10115	semapv:ManualMappingCuration
FBbt:00003728	T2 neuron	skos:exactMatch	FlyBrain_NDB:10116	semapv:ManualMappingCuration
FBbt:00003729	T2a neuron	skos:exactMatch	FlyBrain_NDB:10117	semapv:ManualMappingCuration
FBbt:00003730	T3 neuron	skos:exactMatch	FlyBrain_NDB:10183	semapv:ManualMappingCuration
FBbt:00003732	T4a neuron	skos:exactMatch	FlyBrain_NDB:10118	semapv:ManualMappingCuration
FBbt:00003734	T4c neuron	skos:exactMatch	FlyBrain_NDB:10119	semapv:ManualMappingCuration
FBbt:00003735	T4d neuron	skos:exactMatch	FlyBrain_NDB:10120	semapv:ManualMappingCuration
FBbt:00003737	T5a neuron	skos:exactMatch	FlyBrain_NDB:10121	semapv:ManualMappingCuration
FBbt:00003738	T5b neuron	skos:exactMatch	FlyBrain_NDB:10122	semapv:ManualMappingCuration
FBbt:00003739	T5c neuron	skos:exactMatch	FlyBrain_NDB:10123	semapv:ManualMappingCuration
FBbt:00003740	T5d neuron	skos:exactMatch	FlyBrain_NDB:10124	semapv:ManualMappingCuration
FBbt:00003741	lamina wide-field 1 neuron	skos:exactMatch	FlyBrain_NDB:10094	semapv:ManualMappingCuration
FBbt:00003743	centrifugal neuron C2	skos:exactMatch	FlyBrain_NDB:10079	semapv:ManualMappingCuration
FBbt:00003744	centrifugal neuron C3	skos:exactMatch	FlyBrain_NDB:10080	semapv:ManualMappingCuration
FBbt:00003762	LN Pdf neuron	skos:exactMatch	FlyBrain_NDB:10053	semapv:ManualMappingCuration
FBbt:00003768	distal medullary amacrine neuron Dm1	skos:exactMatch	FlyBrain_NDB:10081	semapv:ManualMappingCuration
FBbt:00003769	distal medullary amacrine neuron Dm2	skos:exactMatch	FlyBrain_NDB:10082	semapv:ManualMappingCuration
FBbt:00003770	distal medullary amacrine neuron Dm3	skos:exactMatch	FlyBrain_NDB:10083	semapv:ManualMappingCuration
FBbt:00003771	distal medullary amacrine neuron Dm4	skos:exactMatch	FlyBrain_NDB:10084	semapv:ManualMappingCuration
FBbt:00003772	distal medullary amacrine neuron Dm5	skos:exactMatch	FlyBrain_NDB:10085	semapv:ManualMappingCuration
FBbt:00003773	distal medullary amacrine neuron Dm6	skos:exactMatch	FlyBrain_NDB:10086	semapv:ManualMappingCuration
FBbt:00003774	distal medullary amacrine neuron Dm7	skos:exactMatch	FlyBrain_NDB:10087	semapv:ManualMappingCuration
FBbt:00003776	medullary intrinsic neuron Mi1	skos:exactMatch	FlyBrain_NDB:10097	semapv:ManualMappingCuration
FBbt:00003777	medullary intrinsic neuron Mi2	skos:exactMatch	FlyBrain_NDB:10101	semapv:ManualMappingCuration
FBbt:00003778	medullary intrinsic neuron Mi3	skos:exactMatch	FlyBrain_NDB:10102	semapv:ManualMappingCuration
FBbt:00003779	medullary intrinsic neuron Mi4	skos:exactMatch	FlyBrain_NDB:10103	semapv:ManualMappingCuration
FBbt:00003780	medullary intrinsic neuron Mi5	skos:exactMatch	FlyBrain_NDB:10104	semapv:ManualMappingCuration
FBbt:00003781	medullary intrinsic neuron Mi6	skos:exactMatch	FlyBrain_NDB:10105	semapv:ManualMappingCuration
FBbt:00003782	medullary intrinsic neuron Mi7	skos:exactMatch	FlyBrain_NDB:10106	semapv:ManualMappingCuration
FBbt:00003783	medullary intrinsic neuron Mi8	skos:exactMatch	FlyBrain_NDB:10107	semapv:ManualMappingCuration
FBbt:00003784	medullary intrinsic neuron Mi9	skos:exactMatch	FlyBrain_NDB:10108	semapv:ManualMappingCuration
FBbt:00003785	medullary intrinsic neuron Mi10	skos:exactMatch	FlyBrain_NDB:10098	semapv:ManualMappingCuration
FBbt:00003786	medullary intrinsic neuron Mi11	skos:exactMatch	FlyBrain_NDB:10099	semapv:ManualMappingCuration
FBbt:00003787	medullary intrinsic neuron Mi12	skos:exactMatch	FlyBrain_NDB:10100	semapv:ManualMappingCuration
FBbt:00003789	transmedullary neuron Tm1	skos:exactMatch	FlyBrain_NDB:10132	semapv:ManualMappingCuration
FBbt:00003790	transmedullary neuron Tm2	skos:exactMatch	FlyBrain_NDB:10144	semapv:ManualMappingCuration
FBbt:00003791	transmedullary neuron Tm3	skos:exactMatch	FlyBrain_NDB:10153	semapv:ManualMappingCuration
FBbt:00003792	transmedullary neuron Tm4	skos:exactMatch	FlyBrain_NDB:10155	semapv:ManualMappingCuration
FBbt:00003793	transmedullary neuron Tm5	skos:exactMatch	FlyBrain_NDB:10157	semapv:ManualMappingCuration
FBbt:00003794	transmedullary neuron Tm6	skos:exactMatch	FlyBrain_NDB:10160	semapv:ManualMappingCuration
FBbt:00003795	transmedullary neuron Tm7	skos:exactMatch	FlyBrain_NDB:10161	semapv:ManualMappingCuration
FBbt:00003796	transmedullary neuron Tm8	skos:exactMatch	FlyBrain_NDB:10162	semapv:ManualMappingCuration
FBbt:00003797	transmedullary neuron Tm9	skos:exactMatch	FlyBrain_NDB:10163	semapv:ManualMappingCuration
FBbt:00003798	transmedullary neuron Tm10	skos:exactMatch	FlyBrain_NDB:10133	semapv:ManualMappingCuration
FBbt:00003799	transmedullary neuron Tm11	skos:exactMatch	FlyBrain_NDB:10134	semapv:ManualMappingCuration
FBbt:00003800	transmedullary neuron Tm12	skos:exactMatch	FlyBrain_NDB:10135	semapv:ManualMappingCuration
FBbt:00003801	transmedullary neuron Tm13	skos:exactMatch	FlyBrain_NDB:10136	semapv:ManualMappingCuration
FBbt:00003802	transmedullary neuron Tm14	skos:exactMatch	FlyBrain_NDB:10137	semapv:ManualMappingCuration
FBbt:00003803	transmedullary neuron Tm15	skos:exactMatch	FlyBrain_NDB:10138	semapv:ManualMappingCuration
FBbt:00003804	transmedullary neuron Tm16	skos:exactMatch	FlyBrain_NDB:10139	semapv:ManualMappingCuration
FBbt:00003805	transmedullary neuron Tm17	skos:exactMatch	FlyBrain_NDB:10140	semapv:ManualMappingCuration
FBbt:00003806	transmedullary neuron Tm18	skos:exactMatch	FlyBrain_NDB:10141	semapv:ManualMappingCuration
FBbt:00003807	transmedullary neuron Tm19	skos:exactMatch	FlyBrain_NDB:10142	semapv:ManualMappingCuration
FBbt:00003808	transmedullary neuron Tm20	skos:exactMatch	FlyBrain_NDB:10145	semapv:ManualMappingCuration
FBbt:00003809	transmedullary neuron Tm21	skos:exactMatch	FlyBrain_NDB:10146	semapv:ManualMappingCuration
FBbt:00003810	transmedullary neuron Tm22	skos:exactMatch	FlyBrain_NDB:10147	semapv:ManualMappingCuration
FBbt:00003811	transmedullary neuron Tm23	skos:exactMatch	FlyBrain_NDB:10148	semapv:ManualMappingCuration
FBbt:00003812	transmedullary neuron Tm24	skos:exactMatch	FlyBrain_NDB:10149	semapv:ManualMappingCuration
FBbt:00003813	transmedullary neuron Tm25	skos:exactMatch	FlyBrain_NDB:10150	semapv:ManualMappingCuration
FBbt:00003814	transmedullary neuron Tm26	skos:exactMatch	FlyBrain_NDB:10151	semapv:ManualMappingCuration
FBbt:00003816	transmedullary neuron Tm28	skos:exactMatch	FlyBrain_NDB:10152	semapv:ManualMappingCuration
FBbt:00003818	transmedullary Y neuron TmY1	skos:exactMatch	FlyBrain_NDB:10164	semapv:ManualMappingCuration
FBbt:00003819	transmedullary Y neuron TmY2	skos:exactMatch	FlyBrain_NDB:10170	semapv:ManualMappingCuration
FBbt:00003820	transmedullary Y neuron TmY3	skos:exactMatch	FlyBrain_NDB:10171	semapv:ManualMappingCuration
FBbt:00003821	transmedullary Y neuron TmY4	skos:exactMatch	FlyBrain_NDB:10172	semapv:ManualMappingCuration
FBbt:00003822	transmedullary Y neuron TmY5	skos:exactMatch	FlyBrain_NDB:10173	semapv:ManualMappingCuration
FBbt:00003823	transmedullary Y neuron TmY5a	skos:exactMatch	FlyBrain_NDB:10174	semapv:ManualMappingCuration
FBbt:00003825	transmedullary Y neuron TmY7	skos:exactMatch	FlyBrain_NDB:10175	semapv:ManualMappingCuration
FBbt:00003826	transmedullary Y neuron TmY8	skos:exactMatch	FlyBrain_NDB:10176	semapv:ManualMappingCuration
FBbt:00003827	transmedullary Y neuron TmY9	skos:exactMatch	FlyBrain_NDB:10177	semapv:ManualMappingCuration
FBbt:00003828	transmedullary Y neuron TmY10	skos:exactMatch	FlyBrain_NDB:10165	semapv:ManualMappingCuration
FBbt:00003829	transmedullary Y neuron TmY11	skos:exactMatch	FlyBrain_NDB:10166	semapv:ManualMappingCuration
FBbt:00003830	transmedullary neuron Tm3Y	skos:exactMatch	FlyBrain_NDB:10154	semapv:ManualMappingCuration
FBbt:00003831	transmedullary neuron Tm5Y	skos:narrowMatch	FlyBrain_NDB:10158	semapv:ManualMappingCuration
FBbt:00003831	transmedullary neuron Tm5Y	skos:narrowMatch	FlyBrain_NDB:10159	semapv:ManualMappingCuration
FBbt:00003833	proximal medullary amacrine neuron Pm1	skos:exactMatch	FlyBrain_NDB:10109	semapv:ManualMappingCuration
FBbt:00003834	proximal medullary amacrine neuron Pm1a	skos:exactMatch	FlyBrain_NDB:10110	semapv:ManualMappingCuration
FBbt:00003837	medullary tangential neuron Mt1	skos:exactMatch	FlyBrain_NDB:10050	semapv:ManualMappingCuration
FBbt:00003838	medullary tangential neuron Mt2	skos:exactMatch	FlyBrain_NDB:10039	semapv:ManualMappingCuration
FBbt:00003839	medullary tangential neuron Mt3	skos:exactMatch	FlyBrain_NDB:10032	semapv:ManualMappingCuration
FBbt:00003840	medullary tangential neuron Mt4	skos:exactMatch	FlyBrain_NDB:10036	semapv:ManualMappingCuration
FBbt:00003841	medullary tangential neuron Mt5	skos:exactMatch	FlyBrain_NDB:10037	semapv:ManualMappingCuration
FBbt:00003842	medullary tangential neuron Mt6	skos:exactMatch	FlyBrain_NDB:10049	semapv:ManualMappingCuration
FBbt:00003843	medullary tangential neuron Mt7	skos:exactMatch	FlyBrain_NDB:10030	semapv:ManualMappingCuration
FBbt:00003845	medullary tangential neuron Mt9	skos:exactMatch	FlyBrain_NDB:10040	semapv:ManualMappingCuration
FBbt:00003846	medullary tangential neuron Mt10	skos:exactMatch	FlyBrain_NDB:10033	semapv:ManualMappingCuration
FBbt:00003847	medullary tangential neuron Mt11	skos:exactMatch	FlyBrain_NDB:10031	semapv:ManualMappingCuration
FBbt:00003848	medullary tangential neuron Mt12	skos:exactMatch	FlyBrain_NDB:10045	semapv:ManualMappingCuration
FBbt:00003849	medullary tangential neuron Mt13	skos:exactMatch	FlyBrain_NDB:10044	semapv:ManualMappingCuration
FBbt:00003850	medullary tangential neuron Mt14	skos:exactMatch	FlyBrain_NDB:10047	semapv:ManualMappingCuration
FBbt:00003851	medullary tangential neuron Mt15	skos:exactMatch	FlyBrain_NDB:10048	semapv:ManualMappingCuration
FBbt:00003857	Olt neuron	skos:exactMatch	FlyBrain_NDB:10029	semapv:ManualMappingCuration
FBbt:00003860	lobula tangential neuron LT1	skos:exactMatch	FlyBrain_NDB:10014	semapv:ManualMappingCuration
FBbt:00003861	lobula tangential neuron LT2	skos:exactMatch	FlyBrain_NDB:10023	semapv:ManualMappingCuration
FBbt:00003862	lobula tangential neuron LT3	skos:exactMatch	FlyBrain_NDB:10024	semapv:ManualMappingCuration
FBbt:00003863	lobula tangential neuron LT4	skos:exactMatch	FlyBrain_NDB:10025	semapv:ManualMappingCuration
FBbt:00003864	lobula tangential neuron LT5	skos:exactMatch	FlyBrain_NDB:10026	semapv:ManualMappingCuration
FBbt:00003865	lobula tangential neuron LT6	skos:exactMatch	FlyBrain_NDB:10201	semapv:ManualMappingCuration
FBbt:00003866	lobula tangential neuron LT7	skos:exactMatch	FlyBrain_NDB:10027	semapv:ManualMappingCuration
FBbt:00003867	lobula tangential neuron LT8	skos:exactMatch	FlyBrain_NDB:10028	semapv:ManualMappingCuration
FBbt:00003868	lobula tangential neuron LT9	skos:exactMatch	FlyBrain_NDB:10046	semapv:ManualMappingCuration
FBbt:00003869	lobula tangential neuron LT10	skos:exactMatch	FlyBrain_NDB:10015	semapv:ManualMappingCuration
FBbt:00003871	lobula columnar neuron LC1	skos:exactMatch	FlyBrain_NDB:10004	semapv:ManualMappingCuration
FBbt:00003872	lobula columnar neuron LC2	skos:exactMatch	FlyBrain_NDB:10005	semapv:ManualMappingCuration
FBbt:00003874	lobula columnar neuron LC4	skos:exactMatch	FlyBrain_NDB:10001	semapv:ManualMappingCuration
FBbt:00003875	lobula columnar neuron LC5	skos:exactMatch	FlyBrain_NDB:10006	semapv:ManualMappingCuration
FBbt:00003876	lobula columnar neuron LC6	skos:exactMatch	FlyBrain_NDB:10003	semapv:ManualMappingCuration
FBbt:00003877	lobula columnar neuron LC7	skos:exactMatch	FlyBrain_NDB:10007	semapv:ManualMappingCuration
FBbt:00003878	lobula columnar neuron LC8	skos:exactMatch	FlyBrain_NDB:10008	semapv:ManualMappingCuration
FBbt:00003879	lobula complex columnar neuron	skos:exactMatch	FlyBrain_NDB:10066	semapv:ManualMappingCuration
FBbt:00003880	lobula plate-lobula columnar neuron LPLC	skos:exactMatch	FlyBrain_NDB:10065	semapv:ManualMappingCuration
FBbt:00003881	lobula-lobula plate columnar neuron LLPC	skos:exactMatch	FlyBrain_NDB:10035	semapv:ManualMappingCuration
FBbt:00003883	lobula intrinsic neuron Li1	skos:exactMatch	FlyBrain_NDB:10095	semapv:ManualMappingCuration
FBbt:00003884	lobula intrinsic neuron Li2	skos:exactMatch	FlyBrain_NDB:10184	semapv:ManualMappingCuration
FBbt:00003891	translobula plate neuron Tlp1	skos:exactMatch	FlyBrain_NDB:10127	semapv:ManualMappingCuration
FBbt:00003892	translobula plate neuron Tlp2	skos:exactMatch	FlyBrain_NDB:10128	semapv:ManualMappingCuration
FBbt:00003893	translobula plate neuron Tlp3	skos:exactMatch	FlyBrain_NDB:10129	semapv:ManualMappingCuration
FBbt:00003894	translobula plate neuron Tlp4	skos:exactMatch	FlyBrain_NDB:10130	semapv:ManualMappingCuration
FBbt:00003895	translobula plate neuron Tlp5	skos:exactMatch	FlyBrain_NDB:10131	semapv:ManualMappingCuration
FBbt:00003908	lobula plate tangential neuron Lpt1	skos:exactMatch	FlyBrain_NDB:10052	semapv:ManualMappingCuration
FBbt:00003909	lobula plate tangential neuron Lpt2	skos:exactMatch	FlyBrain_NDB:10038	semapv:ManualMappingCuration
FBbt:00003912	Y neuron Y1	skos:exactMatch	FlyBrain_NDB:10178	semapv:ManualMappingCuration
FBbt:00003914	Y neuron Y3	skos:exactMatch	FlyBrain_NDB:10179	semapv:ManualMappingCuration
FBbt:00003915	Y neuron Y4	skos:exactMatch	FlyBrain_NDB:10180	semapv:ManualMappingCuration
FBbt:00003916	Y neuron Y5	skos:exactMatch	FlyBrain_NDB:10181	semapv:ManualMappingCuration
FBbt:00003917	horizontal system neuron	skos:exactMatch	FlyBrain_NDB:10043	semapv:ManualMappingCuration
FBbt:00003993	fine arborization relay interneuron	skos:exactMatch	FlyBrain_NDB:10364	semapv:ManualMappingCuration
FBbt:00003994	giant symmetrical relay interneuron	skos:exactMatch	FlyBrain_NDB:10365	semapv:ManualMappingCuration
FBbt:00003995	adult uniglomerular antennal lobe projection neuron V ilPN	skos:exactMatch	FlyBrain_NDB:10366	semapv:ManualMappingCuration
FBbt:00047586	descending neuron of the anterior ventral brain DNb05	skos:exactMatch	FlyBrain_NDB:10367	semapv:ManualMappingCuration
FBbt:00004225	photoreceptor cell R7	skos:exactMatch	FlyBrain_NDB:10112	semapv:ManualMappingCuration
FBbt:00004227	photoreceptor cell R8	skos:narrowMatch	FlyBrain_NDB:10113	semapv:ManualMappingCuration
FBbt:00004227	photoreceptor cell R8	skos:narrowMatch	FlyBrain_NDB:10114	semapv:ManualMappingCuration
FBbt:00005780	mushroom body dorsal paired medial cell	skos:exactMatch	FlyBrain_NDB:10445	semapv:ManualMappingCuration
FBbt:00006007	outer photoreceptor cell	skos:exactMatch	FlyBrain_NDB:10111	semapv:ManualMappingCuration
FBbt:00007389	adult olfactory receptor neuron Or85b/98b	skos:narrowMatch	FlyBrain_NDB:10424	semapv:ManualMappingCuration
FBbt:00007389	adult olfactory receptor neuron Or85b/98b	skos:narrowMatch	FlyBrain_NDB:10425	semapv:ManualMappingCuration
FBbt:00007390	adult antennal lobe local neuron	skos:exactMatch	FlyBrain_NDB:10373	semapv:ManualMappingCuration
FBbt:00007414	adult multiglomerular antennal lobe projection neuron vPN	skos:exactMatch	FlyBrain_NDB:10513	semapv:ManualMappingCuration
FBbt:00007441	adult multiglomerular antennal lobe projection neuron	skos:exactMatch	FlyBrain_NDB:10361	semapv:ManualMappingCuration
FBbt:00007443	adult antennal lobe projection neuron DL6 adPN	skos:exactMatch	FlyBrain_NDB:10492	semapv:ManualMappingCuration
FBbt:00007444	adult antennal lobe projection neuron VL1 vPN	skos:exactMatch	FlyBrain_NDB:10515	semapv:ManualMappingCuration
FBbt:00007446	adult antennal lobe projection neuron VA4 lPN	skos:exactMatch	FlyBrain_NDB:10517	semapv:ManualMappingCuration
FBbt:00007447	adult antennal lobe projection neuron VA6 adPN	skos:exactMatch	FlyBrain_NDB:10502	semapv:ManualMappingCuration
FBbt:00007448	adult antennal lobe projection neuron VA7l adPN	skos:exactMatch	FlyBrain_NDB:10503	semapv:ManualMappingCuration
FBbt:00007449	adult antennal lobe projection neuron VC2 lPN	skos:narrowMatch	FlyBrain_NDB:10357	semapv:ManualMappingCuration
FBbt:00007449	adult antennal lobe projection neuron VC2 lPN	skos:narrowMatch	FlyBrain_NDB:10505	semapv:ManualMappingCuration
FBbt:00007450	adult antennal lobe projection neuron VL2p adPN	skos:exactMatch	FlyBrain_NDB:10508	semapv:ManualMappingCuration
FBbt:00007451	adult antennal lobe projection neuron VL2p lPN	skos:exactMatch	FlyBrain_NDB:10507	semapv:ManualMappingCuration
FBbt:00007452	adult antennal lobe projection neuron VM1 lPN	skos:exactMatch	FlyBrain_NDB:10509	semapv:ManualMappingCuration
FBbt:00007476	adult antennal lobe projection neuron VC1 lPN	skos:exactMatch	FlyBrain_NDB:10517	semapv:ManualMappingCuration
FBbt:00007509	adult median bundle fan-shaped body tangential neuron 1	skos:exactMatch	FlyBrain_NDB:10268	semapv:ManualMappingCuration
FBbt:00007510	adult median bundle fan-shaped body tangential neuron 2	skos:exactMatch	FlyBrain_NDB:10521	semapv:ManualMappingCuration
FBbt:00007511	adult median bundle fan-shaped body tangential neuron 3	skos:exactMatch	FlyBrain_NDB:10522	semapv:ManualMappingCuration
FBbt:00007516	vertical system neuron	skos:exactMatch	FlyBrain_NDB:10041	semapv:ManualMappingCuration
FBbt:00007523	adult fan-shaped body horizontal delta neuron	skos:exactMatch	FlyBrain_NDB:10251	semapv:ManualMappingCuration
FBbt:00007524	pontine neuron P2	skos:exactMatch	FlyBrain_NDB:10252	semapv:ManualMappingCuration
FBbt:00007529	adult lateral fan-shaped body tangential neuron Fl1	skos:exactMatch	FlyBrain_NDB:10266	semapv:ManualMappingCuration
FBbt:00007530	adult lateral fan-shaped body tangential neuron Fl2	skos:exactMatch	FlyBrain_NDB:10267	semapv:ManualMappingCuration
FBbt:00007531	adult lateral fan-shaped body tangential neuron Fl3	skos:exactMatch	FlyBrain_NDB:10269	semapv:ManualMappingCuration
FBbt:00007532	adult lateral fan-shaped body tangential neuron Fl4	skos:exactMatch	FlyBrain_NDB:10270	semapv:ManualMappingCuration
FBbt:00007534	adult lateral fan-shaped body tangential-protocerebrum neuron ExFl1	skos:exactMatch	FlyBrain_NDB:10519	semapv:ManualMappingCuration
FBbt:00007535	adult lateral fan-shaped body tangential-protocerebrum neuron ExFl2	skos:narrowMatch	FlyBrain_NDB:10272	semapv:ManualMappingCuration
FBbt:00007535	adult lateral fan-shaped body tangential-protocerebrum neuron ExFl2	skos:narrowMatch	FlyBrain_NDB:10520	semapv:ManualMappingCuration
FBbt:00007538	adult ellipsoid body ring neuron R4d	skos:exactMatch	FlyBrain_NDB:10523	semapv:ManualMappingCuration
FBbt:00007539	adult intrinsic protocerebral bridge 18 glomeruli-3 glomeruli neuron	skos:exactMatch	FlyBrain_NDB:10274	semapv:ManualMappingCuration
FBbt:00007575	aristal sensory neuron VP2	skos:exactMatch	FlyBrain_NDB:10369	semapv:ManualMappingCuration
FBbt:00007576	aristal sensory neuron VP3	skos:exactMatch	FlyBrain_NDB:10368	semapv:ManualMappingCuration
FBbt:00007580	Y neuron Y6	skos:exactMatch	FlyBrain_NDB:10182	semapv:ManualMappingCuration
FBbt:00007583	lobula plate element lpi	skos:exactMatch	FlyBrain_NDB:10096	semapv:ManualMappingCuration
FBbt:00013774	distal medullary amacrine neuron Dm8	skos:exactMatch	FlyBrain_NDB:10088	semapv:ManualMappingCuration
FBbt:00040000	adult antennal lobe projection neuron DC3 adPN	skos:exactMatch	FlyBrain_NDB:10516	semapv:ManualMappingCuration
FBbt:00040000	adult antennal lobe projection neuron DC3 adPN	skos:narrowMatch	FlyBrain_NDB:10488	semapv:ManualMappingCuration
FBbt:00047871	type 1 lobula plate-lobula neuron	skos:exactMatch	FlyBrain_NDB:10034	semapv:ManualMappingCuration
FBbt:00047872	complex columnar visual projection neuron CC1	skos:exactMatch	FlyBrain_NDB:10076	semapv:ManualMappingCuration
FBbt:00047895	subregion AA of AMMC zone A	skos:exactMatch	FlyBrain_NDB:10185	semapv:ManualMappingCuration
FBbt:00047897	subregion AV1 of AMMC zone A	skos:exactMatch	FlyBrain_NDB:10188	semapv:ManualMappingCuration
FBbt:00047898	subregion AV2 of AMMC zone A	skos:exactMatch	FlyBrain_NDB:10189	semapv:ManualMappingCuration
FBbt:00047899	subregion AD of AMMC zone A	skos:exactMatch	FlyBrain_NDB:10187	semapv:ManualMappingCuration
FBbt:00047900	subregion AP of AMMC zone A	skos:exactMatch	FlyBrain_NDB:10186	semapv:ManualMappingCuration
FBbt:00047901	subregion BI of AMMC zone B	skos:exactMatch	FlyBrain_NDB:10190	semapv:ManualMappingCuration
FBbt:00047902	subregion BO of AMMC zone B	skos:exactMatch	FlyBrain_NDB:10191	semapv:ManualMappingCuration
FBbt:00047903	subregion CL of AMMC zone C	skos:exactMatch	FlyBrain_NDB:10193	semapv:ManualMappingCuration
FBbt:00047904	subregion CM of AMMC zone C	skos:exactMatch	FlyBrain_NDB:10192	semapv:ManualMappingCuration
FBbt:00047905	subregion DA of AMMC zone D	skos:exactMatch	FlyBrain_NDB:10194	semapv:ManualMappingCuration
FBbt:00047906	subregion DP of AMMC zone D	skos:exactMatch	FlyBrain_NDB:10195	semapv:ManualMappingCuration
FBbt:00047908	subregion EDM of AMMC zone E	skos:exactMatch	FlyBrain_NDB:10198	semapv:ManualMappingCuration
FBbt:00047909	subregion EVM of AMMC zone E	skos:exactMatch	FlyBrain_NDB:10196	semapv:ManualMappingCuration
FBbt:00047910	subregion EVP of AMMC zone E	skos:exactMatch	FlyBrain_NDB:10197	semapv:ManualMappingCuration
FBbt:00047911	subregion EDP of AMMC zone E	skos:exactMatch	FlyBrain_NDB:10199	semapv:ManualMappingCuration
FBbt:00047912	subregion EDC of AMMC zone E	skos:exactMatch	FlyBrain_NDB:10200	semapv:ManualMappingCuration
FBbt:00047926	Kenyon cell of main calyx	skos:exactMatch	FlyBrain_NDB:10481	semapv:ManualMappingCuration
FBbt:00047991	lobula plate tangential neuron H1	skos:exactMatch	FlyBrain_NDB:10054	semapv:ManualMappingCuration
FBbt:00048038	Gr43a neuron of adult labral sensillum 7	skos:exactMatch	FlyBrain_NDB:10382	semapv:ManualMappingCuration
