np_type	FBbt_id	FBbt_name	pub	comment	specificity	notes	notes_2
ER3p_a	FBbt:00047040	adult ellipsoid body ring neuron R3p					
ER3p_b	FBbt:00047040	adult ellipsoid body ring neuron R3p					
ER3w_a	FBbt:00047041	adult ellipsoid body ring neuron R3w					
ER3w_b	FBbt:00047041	adult ellipsoid body ring neuron R3w					
ER4d	FBbt:00007538	adult ellipsoid body ring neuron R4d					
ER4m	FBbt:00007537	adult ellipsoid body ring neuron R4m					
ER5	FBbt:00047042	adult ellipsoid body ring neuron R5					
ER6	FBbt:00047043	adult ellipsoid body ring neuron R6					
ExR1	FBbt:00003655	adult ellipsoid body extrinsic ring neuron ExR1					
ExR2	FBbt:00110327	EB neuron of the dopaminergic PPM3 cluster					
ExR3	FBbt:00047035	adult ellipsoid body extrinsic ring neuron ExR3					
ExR4	FBbt:00047036	adult ellipsoid body extrinsic ring neuron ExR4					
ExR5	FBbt:00051230	adult ellipsoid body extrinsic ring neuron ExR5					
ExR6	FBbt:00051229	adult ellipsoid body extrinsic ring neuron ExR6					
ExR7	FBbt:00051231	adult ellipsoid body extrinsic ring neuron ExR7					
ExR8	FBbt:00051232	adult ellipsoid body extrinsic ring neuron ExR8					
FB1A	FBbt:00052824	adult fan-shaped body layer 1 neuron of LALv1 lineage	FlyBase:FBrf0257023		parent_term		
FB1B	FBbt:00052824	adult fan-shaped body layer 1 neuron of LALv1 lineage	FlyBase:FBrf0257023		parent_term		
FB1C	FBbt:00052823	adult fan-shaped body layer 1 neuron of DM6 lineage	FlyBase:FBrf0257023		parent_term		
FB1D	FBbt:00052822	adult fan-shaped body layer 1 neuron of CP2 lineage	FlyBase:FBrf0257023		parent_term		
FB1E_a	FBbt:00052822	adult fan-shaped body layer 1 neuron of CP2 lineage	FlyBase:FBrf0257023		parent_term		
FB1E_b	FBbt:00052822	adult fan-shaped body layer 1 neuron of CP2 lineage	FlyBase:FBrf0257023		parent_term		
FB1F	FBbt:00052824	adult fan-shaped body layer 1 neuron of LALv1 lineage	FlyBase:FBrf0257023		parent_term		
FB1G	FBbt:00007540	adult fan-shaped body layer 1 tangential neuron	FlyBase:FBrf0246888		parent_term		
FB1H	FBbt:00007540	adult fan-shaped body layer 1 tangential neuron	FlyBase:FBrf0246888		parent_term		
FB1I	FBbt:00052824	adult fan-shaped body layer 1 neuron of LALv1 lineage	FlyBase:FBrf0257023		parent_term		
FB1J	FBbt:00052824	adult fan-shaped body layer 1 neuron of LALv1 lineage	FlyBase:FBrf0257023		parent_term		
FB2A	FBbt:00110326	vFB neuron of the dopaminergic PPM3 cluster	doi:10.1101/2020.12.08.413955				
FB2B_a	FBbt:00007534	adult lateral fan-shaped body tangential-protocerebrum neuron ExFl1	doi:10.1101/2020.12.08.413955		parent_term		
FB2B_b	FBbt:00007534	adult lateral fan-shaped body tangential-protocerebrum neuron ExFl1	doi:10.1101/2020.12.08.413955		parent_term		
FB2C	FBbt:00052828	adult fan-shaped body layer 2 neuron of LALv1 lineage	FlyBase:FBrf0257023		parent_term		
FB2D	FBbt:00052828	adult fan-shaped body layer 2 neuron of LALv1 lineage	FlyBase:FBrf0257023		parent_term		
FB2E	FBbt:00052825	adult fan-shaped body layer 2 neuron of CP2 lineage	FlyBase:FBrf0257023		parent_term		
FB2F_a	FBbt:00052825	adult fan-shaped body layer 2 neuron of CP2 lineage	FlyBase:FBrf0257023		parent_term		
FB2F_b	FBbt:00052825	adult fan-shaped body layer 2 neuron of CP2 lineage	FlyBase:FBrf0257023		parent_term		
FB2F_c	FBbt:00052825	adult fan-shaped body layer 2 neuron of CP2 lineage	FlyBase:FBrf0257023		parent_term		
FB2G_a	FBbt:00052825	adult fan-shaped body layer 2 neuron of CP2 lineage	FlyBase:FBrf0257023		parent_term		
FB2G_b	FBbt:00052825	adult fan-shaped body layer 2 neuron of CP2 lineage	FlyBase:FBrf0257023		parent_term		
FB2H_a	FBbt:00052825	adult fan-shaped body layer 2 neuron of CP2 lineage	FlyBase:FBrf0257023		parent_term		
FB2H_b	FBbt:00052825	adult fan-shaped body layer 2 neuron of CP2 lineage	FlyBase:FBrf0257023		parent_term		
FB2I_a	FBbt:00052825	adult fan-shaped body layer 2 neuron of CP2 lineage	FlyBase:FBrf0257023		parent_term		
FB2I_b	FBbt:00052825	adult fan-shaped body layer 2 neuron of CP2 lineage	FlyBase:FBrf0257023		parent_term		
FB2J	FBbt:00052825	adult fan-shaped body layer 2 neuron of CP2 lineage	FlyBase:FBrf0257023		parent_term		
FB2K	FBbt:00052828	adult fan-shaped body layer 2 neuron of LALv1 lineage	FlyBase:FBrf0257023		parent_term		
FB2L	FBbt:00052828	adult fan-shaped body layer 2 neuron of LALv1 lineage	FlyBase:FBrf0257023		parent_term		
FB2M	FBbt:00052825	adult fan-shaped body layer 2 neuron of CP2 lineage	FlyBase:FBrf0257023		parent_term		
FB3A	FBbt:00007542	adult fan-shaped body layer 3 tangential neuron	FlyBase:FBrf0246888		parent_term		
FB3B	FBbt:00007542	adult fan-shaped body layer 3 tangential neuron	FlyBase:FBrf0246888		parent_term		
FB3C	FBbt:00051291	adult lateral accessory lobe-fan-shaped body layer 3 neuron					
FB3D	FBbt:00007542	adult fan-shaped body layer 3 tangential neuron	FlyBase:FBrf0246888		parent_term		
FB3E	FBbt:00007542	adult fan-shaped body layer 3 tangential neuron	FlyBase:FBrf0246888		parent_term		
FB4A	FBbt:00007543	adult fan-shaped body layer 4 tangential neuron	FlyBase:FBrf0246888		parent_term		
FB4B	FBbt:00007543	adult fan-shaped body layer 4 tangential neuron	FlyBase:FBrf0246888		parent_term		
FB4C	FBbt:00007543	adult fan-shaped body layer 4 tangential neuron	FlyBase:FBrf0246888		parent_term		
FB4D	FBbt:00007543	adult fan-shaped body layer 4 tangential neuron	FlyBase:FBrf0246888		parent_term		
FB4E	FBbt:00007543	adult fan-shaped body layer 4 tangential neuron	FlyBase:FBrf0246888		parent_term		
FB4F_a	FBbt:00007543	adult fan-shaped body layer 4 tangential neuron	FlyBase:FBrf0246888		parent_term		
FB4F_b	FBbt:00007543	adult fan-shaped body layer 4 tangential neuron	FlyBase:FBrf0246888		parent_term		
FB4G	FBbt:00007543	adult fan-shaped body layer 4 tangential neuron	FlyBase:FBrf0246888		parent_term		
FB4H	FBbt:00007543	adult fan-shaped body layer 4 tangential neuron	FlyBase:FBrf0246888		parent_term		
FB4I	FBbt:00007543	adult fan-shaped body layer 4 tangential neuron	FlyBase:FBrf0246888		parent_term		
FB4J	FBbt:00007543	adult fan-shaped body layer 4 tangential neuron	FlyBase:FBrf0246888		parent_term		
FB4K	FBbt:00007543	adult fan-shaped body layer 4 tangential neuron	FlyBase:FBrf0246888		parent_term		
FB4L	FBbt:00051245	dopaminergic PPM3 fan-shaped body layer 4 neuron	doi:10.1101/2020.12.08.413955				
FB4M	FBbt:00051244	dopaminergic PPM3 fan-shaped body layer 4-nodulus neuron	doi:10.1101/2020.12.08.413955				
FB4N	FBbt:00007543	adult fan-shaped body layer 4 tangential neuron	FlyBase:FBrf0246888		parent_term		
FB4O	FBbt:00007543	adult fan-shaped body layer 4 tangential neuron	FlyBase:FBrf0246888		parent_term		
FB4P_a	FBbt:00007543	adult fan-shaped body layer 4 tangential neuron	FlyBase:FBrf0246888		parent_term		
FB4P_b	FBbt:00007543	adult fan-shaped body layer 4 tangential neuron	FlyBase:FBrf0246888		parent_term		
FB4Q_a	FBbt:00007543	adult fan-shaped body layer 4 tangential neuron	FlyBase:FBrf0246888		parent_term		
FB4Q_b	FBbt:00007543	adult fan-shaped body layer 4 tangential neuron	FlyBase:FBrf0246888		parent_term		
FB4R	FBbt:00007543	adult fan-shaped body layer 4 tangential neuron	FlyBase:FBrf0246888		parent_term		
FB4X	FBbt:00007543	adult fan-shaped body layer 4 tangential neuron	FlyBase:FBrf0246888		parent_term		
FB4Y	FBbt:00007543	adult fan-shaped body layer 4 tangential neuron	FlyBase:FBrf0246888		parent_term		
FB4Z	FBbt:00007543	adult fan-shaped body layer 4 tangential neuron	FlyBase:FBrf0246888		parent_term		
FB5A	FBbt:00007544	adult fan-shaped body layer 5 tangential neuron	FlyBase:FBrf0246888		parent_term		
FB5AA	FBbt:00052831	adult fan-shaped body layer 5 neuron of DALcl2 lineage	FlyBase:FBrf0257023		parent_term		
FB5AB	FBbt:00052833	adult fan-shaped body layer 5 neuron of DM4 lineage	FlyBase:FBrf0257023		parent_term		
FB5B	FBbt:00052830	adult fan-shaped body layer 5 neuron of DPMpl2 lineage	FlyBase:FBrf0257023		parent_term		
FB5C	FBbt:00052831	adult fan-shaped body layer 5 neuron of DALcl2 lineage	FlyBase:FBrf0257023		parent_term		
FB5D	FBbt:00052831	adult fan-shaped body layer 5 neuron of DALcl2 lineage	FlyBase:FBrf0257023		parent_term		
FB5E	FBbt:00052831	adult fan-shaped body layer 5 neuron of DALcl2 lineage	FlyBase:FBrf0257023		parent_term		
FB5F	FBbt:00052831	adult fan-shaped body layer 5 neuron of DALcl2 lineage	FlyBase:FBrf0257023		parent_term		
FB5G	FBbt:00052831	adult fan-shaped body layer 5 neuron of DALcl2 lineage	FlyBase:FBrf0257023		parent_term		
FB5H	FBbt:00051241	dopaminergic PPL1 fan-shaped body layer 5 neuron	doi:10.1101/2020.12.08.413955				
FB5I	FBbt:00052832	adult fan-shaped body layer 5 neuron of CP2 lineage	FlyBase:FBrf0257023		parent_term		
FB5J	FBbt:00052834	adult fan-shaped body layer 5 neuron of LALv1 lineage	FlyBase:FBrf0257023		parent_term		
FB5K	FBbt:00052834	adult fan-shaped body layer 5 neuron of LALv1 lineage	FlyBase:FBrf0257023		parent_term		
FB5L	FBbt:00052834	adult fan-shaped body layer 5 neuron of LALv1 lineage	FlyBase:FBrf0257023		parent_term		
FB5M	FBbt:00052834	adult fan-shaped body layer 5 neuron of LALv1 lineage	FlyBase:FBrf0257023		parent_term		
FB5N	FBbt:00052834	adult fan-shaped body layer 5 neuron of LALv1 lineage	FlyBase:FBrf0257023		parent_term		
FB5O	FBbt:00052831	adult fan-shaped body layer 5 neuron of DALcl2 lineage	FlyBase:FBrf0257023		parent_term		
FB5P	FBbt:00052831	adult fan-shaped body layer 5 neuron of DALcl2 lineage	FlyBase:FBrf0257023		parent_term		
FB5Q	FBbt:00052831	adult fan-shaped body layer 5 neuron of DALcl2 lineage	FlyBase:FBrf0257023		parent_term		
FB5R	FBbt:00052829	adult fan-shaped body layer 5 neuron of DM6 lineage	FlyBase:FBrf0257023		parent_term		
FB5S	FBbt:00052829	adult fan-shaped body layer 5 neuron of DM6 lineage	FlyBase:FBrf0257023		parent_term		
FB5T	FBbt:00052831	adult fan-shaped body layer 5 neuron of DALcl2 lineage	FlyBase:FBrf0257023		parent_term		
FB5U	FBbt:00052829	adult fan-shaped body layer 5 neuron of DM6 lineage	FlyBase:FBrf0257023		parent_term		
FB5V	FBbt:00052831	adult fan-shaped body layer 5 neuron of DALcl2 lineage	FlyBase:FBrf0257023		parent_term		
FB5W	FBbt:00052834	adult fan-shaped body layer 5 neuron of LALv1 lineage	FlyBase:FBrf0257023		parent_term		
FB5X	FBbt:00052831	adult fan-shaped body layer 5 neuron of DALcl2 lineage	FlyBase:FBrf0257023		parent_term		
FB5Y	FBbt:00052832	adult fan-shaped body layer 5 neuron of CP2 lineage	FlyBase:FBrf0257023		parent_term		
FB5Z	FBbt:00052831	adult fan-shaped body layer 5 neuron of DALcl2 lineage	FlyBase:FBrf0257023		parent_term		
FB6A	FBbt:00052838	adult fan-shaped body layer 6 neuron of CP2 lineage	FlyBase:FBrf0257023		parent_term		
FB6B	FBbt:00052838	adult fan-shaped body layer 6 neuron of CP2 lineage	FlyBase:FBrf0257023		parent_term		
FB6C_a	FBbt:00052838	adult fan-shaped body layer 6 neuron of CP2 lineage	FlyBase:FBrf0257023		parent_term		
FB6C_b	FBbt:00052838	adult fan-shaped body layer 6 neuron of CP2 lineage	FlyBase:FBrf0257023		parent_term		
FB6D	FBbt:00052838	adult fan-shaped body layer 6 neuron of CP2 lineage	FlyBase:FBrf0257023		parent_term		
FB6E	FBbt:00052838	adult fan-shaped body layer 6 neuron of CP2 lineage	FlyBase:FBrf0257023		parent_term		
FB6F	FBbt:00052838	adult fan-shaped body layer 6 neuron of CP2 lineage	FlyBase:FBrf0257023		parent_term		
FB6G	FBbt:00052838	adult fan-shaped body layer 6 neuron of CP2 lineage	FlyBase:FBrf0257023		parent_term		
FB6H	FBbt:00051242	dopaminergic PPL1 fan-shaped body layer 6 neuron	doi:10.1101/2020.12.08.413955				
FB6I	FBbt:00052838	adult fan-shaped body layer 6 neuron of CP2 lineage	FlyBase:FBrf0257023		parent_term		
FB6J	FBbt:00052835	adult fan-shaped body layer 6 neuron of DM6 lineage	FlyBase:FBrf0257023		parent_term		
FB6K	FBbt:00052835	adult fan-shaped body layer 6 neuron of DM6 lineage	FlyBase:FBrf0257023		parent_term		
FB6L	FBbt:00052835	adult fan-shaped body layer 6 neuron of DM6 lineage	FlyBase:FBrf0257023		parent_term		
FB6M	FBbt:00052835	adult fan-shaped body layer 6 neuron of DM6 lineage	FlyBase:FBrf0257023		parent_term		
FB6N	FBbt:00052839	adult fan-shaped body layer 6 neuron of LALv1 lineage	FlyBase:FBrf0257023		parent_term		
FB6O	FBbt:00052839	adult fan-shaped body layer 6 neuron of LALv1 lineage	FlyBase:FBrf0257023		parent_term		
FB6P	FBbt:00052839	adult fan-shaped body layer 6 neuron of LALv1 lineage	FlyBase:FBrf0257023		parent_term		
FB6Q	FBbt:00052836	adult fan-shaped body layer 6 neuron of DPMpl2 lineage	FlyBase:FBrf0257023		parent_term		
FB6R	FBbt:00052836	adult fan-shaped body layer 6 neuron of DPMpl2 lineage	FlyBase:FBrf0257023		parent_term		
FB6S	FBbt:00052836	adult fan-shaped body layer 6 neuron of DPMpl2 lineage	FlyBase:FBrf0257023		parent_term		
FB6T	FBbt:00052836	adult fan-shaped body layer 6 neuron of DPMpl2 lineage	FlyBase:FBrf0257023		parent_term		
FB6U	FBbt:00052837	adult fan-shaped body layer 6 neuron of DALcl2 lineage	FlyBase:FBrf0257023		parent_term		
FB6V	FBbt:00052837	adult fan-shaped body layer 6 neuron of DALcl2 lineage	FlyBase:FBrf0257023		parent_term		
FB6W	FBbt:00052837	adult fan-shaped body layer 6 neuron of DALcl2 lineage	FlyBase:FBrf0257023		parent_term		
FB6X	FBbt:00052837	adult fan-shaped body layer 6 neuron of DALcl2 lineage	FlyBase:FBrf0257023		parent_term		
FB6Y	FBbt:00052836	adult fan-shaped body layer 6 neuron of DPMpl2 lineage	FlyBase:FBrf0257023		parent_term		
FB6Z	FBbt:00052838	adult fan-shaped body layer 6 neuron of CP2 lineage	FlyBase:FBrf0257023		parent_term		
FB7A	FBbt:00052843	adult fan-shaped body layer 7 neuron of CP2 lineage	FlyBase:FBrf0257023		parent_term		
FB7B	FBbt:00051243	dopaminergic PPL1 fan-shaped body layer 7 neuron	doi:10.1101/2020.12.08.413955				
FB7C	FBbt:00052841	adult fan-shaped body layer 7 neuron of DPMpl2 lineage	FlyBase:FBrf0257023		parent_term		
FB7D	FBbt:00052840	adult fan-shaped body layer 7 neuron of DM6 lineage	FlyBase:FBrf0257023		parent_term		
FB7E	FBbt:00052842	adult fan-shaped body layer 7 neuron of DALcl2 lineage	FlyBase:FBrf0257023		parent_term		
FB7F	FBbt:00052841	adult fan-shaped body layer 7 neuron of DPMpl2 lineage	FlyBase:FBrf0257023		parent_term		
FB7G	FBbt:00052842	adult fan-shaped body layer 7 neuron of DALcl2 lineage	FlyBase:FBrf0257023		parent_term		
FB7H	FBbt:00049534	adult fan-shaped body layer 7 tangential neuron	FlyBase:FBrf0246888		parent_term		
FB7I	FBbt:00052842	adult fan-shaped body layer 7 neuron of DALcl2 lineage	FlyBase:FBrf0257023		parent_term		
FB7J	FBbt:00052840	adult fan-shaped body layer 7 neuron of DM6 lineage	FlyBase:FBrf0257023		parent_term		
FB7K	FBbt:00052843	adult fan-shaped body layer 7 neuron of CP2 lineage	FlyBase:FBrf0257023		parent_term		
FB7L	FBbt:00052843	adult fan-shaped body layer 7 neuron of CP2 lineage	FlyBase:FBrf0257023		parent_term		
FB7M	FBbt:00052841	adult fan-shaped body layer 7 neuron of DPMpl2 lineage	FlyBase:FBrf0257023		parent_term		
FB8A	FBbt:00052847	adult fan-shaped body layer 8 neuron of CP2 lineage	FlyBase:FBrf0257023		parent_term		
FB8B	FBbt:00052844	adult fan-shaped body layer 8 neuron of DM6 lineage	FlyBase:FBrf0257023		parent_term		
FB8C	FBbt:00052844	adult fan-shaped body layer 8 neuron of DM6 lineage	FlyBase:FBrf0257023		parent_term		
FB8D	FBbt:00052845	adult fan-shaped body layer 8 neuron of DPMpl2 lineage	FlyBase:FBrf0257023		parent_term		
FB8E	FBbt:00052846	adult fan-shaped body layer 8 neuron of DALcl2 lineage	FlyBase:FBrf0257023		parent_term		
FB8F_a	FBbt:00052845	adult fan-shaped body layer 8 neuron of DPMpl2 lineage	FlyBase:FBrf0257023		parent_term		
FB8F_b	FBbt:00052845	adult fan-shaped body layer 8 neuron of DPMpl2 lineage	FlyBase:FBrf0257023		parent_term		
FB8G	FBbt:00052846	adult fan-shaped body layer 8 neuron of DALcl2 lineage	FlyBase:FBrf0257023		parent_term		
FB8H	FBbt:00052847	adult fan-shaped body layer 8 neuron of CP2 lineage	FlyBase:FBrf0257023		parent_term		
FB8I	FBbt:00052846	adult fan-shaped body layer 8 neuron of DALcl2 lineage	FlyBase:FBrf0257023		parent_term		
FB9A	FBbt:00052848	adult fan-shaped body layer 9 neuron of DPMpl2 lineage	FlyBase:FBrf0257023		parent_term		
FB9B_a	FBbt:00052849	adult fan-shaped body layer 9 neuron of DALcl2 lineage	FlyBase:FBrf0257023		parent_term		
FB9B_b	FBbt:00052849	adult fan-shaped body layer 9 neuron of DALcl2 lineage	FlyBase:FBrf0257023		parent_term		
FB9B_c	FBbt:00052849	adult fan-shaped body layer 9 neuron of DALcl2 lineage	FlyBase:FBrf0257023		parent_term		
FB9B_d	FBbt:00052849	adult fan-shaped body layer 9 neuron of DALcl2 lineage	FlyBase:FBrf0257023		parent_term		
FB9B_e	FBbt:00052849	adult fan-shaped body layer 9 neuron of DALcl2 lineage	FlyBase:FBrf0257023		parent_term		
FB9C_a	FBbt:00052848	adult fan-shaped body layer 9 neuron of DPMpl2 lineage	FlyBase:FBrf0257023		parent_term		
FB9C_b	FBbt:00052848	adult fan-shaped body layer 9 neuron of DPMpl2 lineage	FlyBase:FBrf0257023		parent_term		
FC1A	FBbt:00051238	adult fan-shaped body 1 column-crepine neuron	FlyBase:FBrf0246888		parent_term		
FC1B	FBbt:00051238	adult fan-shaped body 1 column-crepine neuron	FlyBase:FBrf0246888		parent_term		
FC1C	FBbt:00051238	adult fan-shaped body 1 column-crepine neuron	FlyBase:FBrf0246888		parent_term		
FC1D	FBbt:00051238	adult fan-shaped body 1 column-crepine neuron	FlyBase:FBrf0246888		parent_term		
FC1E	FBbt:00051238	adult fan-shaped body 1 column-crepine neuron	FlyBase:FBrf0246888		parent_term		
FC1F	FBbt:00051238	adult fan-shaped body 1 column-crepine neuron	FlyBase:FBrf0246888		parent_term		
FC2A	FBbt:00051238	adult fan-shaped body 1 column-crepine neuron	FlyBase:FBrf0246888		parent_term		
FC2B	FBbt:00051238	adult fan-shaped body 1 column-crepine neuron	FlyBase:FBrf0246888		parent_term		
FC2C	FBbt:00051238	adult fan-shaped body 1 column-crepine neuron	FlyBase:FBrf0246888		parent_term		
FC3	FBbt:00051238	adult fan-shaped body 1 column-crepine neuron	FlyBase:FBrf0246888		parent_term		
FR1	FBbt:00051235	adult fan-shaped body 1 column-rubus neuron 1	FlyBase:FBrf0246888				
FR2	FBbt:00051236	adult fan-shaped body 1 column-rubus neuron 2	FlyBase:FBrf0246888				
FS1A	FBbt:00051237	adult fan-shaped body 1 column-superior medial protocerebrum neuron	FlyBase:FBrf0246888		parent_term		
FS1B	FBbt:00051237	adult fan-shaped body 1 column-superior medial protocerebrum neuron	FlyBase:FBrf0246888		parent_term		
FS2	FBbt:00051237	adult fan-shaped body 1 column-superior medial protocerebrum neuron	FlyBase:FBrf0246888		parent_term		
FS3	FBbt:00051237	adult fan-shaped body 1 column-superior medial protocerebrum neuron	FlyBase:FBrf0246888		parent_term		
FS4A	FBbt:00051237	adult fan-shaped body 1 column-superior medial protocerebrum neuron	FlyBase:FBrf0246888		parent_term		
FS4B	FBbt:00051237	adult fan-shaped body 1 column-superior medial protocerebrum neuron	FlyBase:FBrf0246888		parent_term		
FS4C	FBbt:00051237	adult fan-shaped body 1 column-superior medial protocerebrum neuron	FlyBase:FBrf0246888		parent_term		
Giant Fiber	FBbt:00004020	giant fiber neuron					
GLNO	FBbt:00049135	adult lateral accessory lobe-gall-nodulus 1 neuron	FlyBase:FBrf0246888				
H1	FBbt:00047991	lobula plate tangential neuron H1					
H2	FBbt:00052267	lobula plate tangential neuron H2					
HBeyelet	FBbt:00005740	eyelet photoreceptor cell					
hDeltaA	FBbt:00052277	adult fan-shaped body horizontal delta neuron A					
hDeltaB	FBbt:00052278	adult fan-shaped body horizontal delta neuron B					
hDeltaC	FBbt:00052279	adult fan-shaped body horizontal delta neuron C					
hDeltaD	FBbt:00052280	adult fan-shaped body horizontal delta neuron D					
hDeltaE	FBbt:00052281	adult fan-shaped body horizontal delta neuron E					
hDeltaF	FBbt:00052282	adult fan-shaped body horizontal delta neuron F					
hDeltaG	FBbt:00052283	adult fan-shaped body horizontal delta neuron G					
hDeltaH	FBbt:00052284	adult fan-shaped body horizontal delta neuron H					
hDeltaI	FBbt:00052285	adult fan-shaped body horizontal delta neuron I					
hDeltaJ	FBbt:00052286	adult fan-shaped body horizontal delta neuron J					
hDeltaK	FBbt:00052287	adult fan-shaped body horizontal delta neuron K					
hDeltaL	FBbt:00052288	adult fan-shaped body horizontal delta neuron L					
hDeltaM	FBbt:00052289	adult fan-shaped body horizontal delta neuron M					
HRN_VP1d	FBbt:00047226	adult hygrosensory neuron Ir40a VP1d	FlyBase:FBrf0246456				
HRN_VP1l	FBbt:00111336	adult thermosensory neuron Ir21a VP1l	FlyBase:FBrf0246456				
HRN_VP4	FBbt:00047225	adult hygrosensory neuron Ir40a VP4					assuming 1 HRN per glomerulus
HRN_VP5	FBbt:00049659	adult hygrosensory neuron Ir68a VP5					
HSE	FBbt:00003919	equatorial giant horizontal cell HSE					
HSN	FBbt:00003918	dorsal giant horizontal cell HSN					
HSS	FBbt:00003920	ventral giant horizontal cell HSS					
IB001	FBbt:20001178	adult inferior bridge neuron 001					
IB002	FBbt:20001179	adult inferior bridge neuron 002					
IB003	FBbt:20001180	adult inferior bridge neuron 003					
IB004	FBbt:20001181	adult inferior bridge neuron 004					
IB005	FBbt:20001182	adult inferior bridge neuron 005					
IB006	FBbt:20001183	adult inferior bridge neuron 006					
IB007	FBbt:20001184	adult inferior bridge neuron 007					
IB008	FBbt:20001185	adult inferior bridge neuron 008					
IB009	FBbt:20001186	adult inferior bridge neuron 009					
IB010	FBbt:20001187	adult inferior bridge neuron 010					
IB011	FBbt:20001188	adult inferior bridge neuron 011					
IB012	FBbt:20001189	adult inferior bridge neuron 012					
IB013	FBbt:20001190	adult inferior bridge neuron 013					
IB014	FBbt:20001191	adult inferior bridge neuron 014					
IB015	FBbt:20001192	adult inferior bridge neuron 015					
IB016	FBbt:20001193	adult inferior bridge neuron 016					
IB017	FBbt:20001194	adult inferior bridge neuron 017					
IB018	FBbt:20001195	adult inferior bridge neuron 018					
IB019	FBbt:20001196	adult inferior bridge neuron 019					
IB020	FBbt:20001197	adult inferior bridge neuron 020					
IB021	FBbt:20001198	adult inferior bridge neuron 021					
IB022	FBbt:20001199	adult inferior bridge neuron 022					
IB023	FBbt:20001200	adult inferior bridge neuron 023					
IB024	FBbt:20001201	adult inferior bridge neuron 024					
IB025	FBbt:20001202	adult inferior bridge neuron 025					
IB026	FBbt:20001203	adult inferior bridge neuron 026					
IB027	FBbt:20001204	adult inferior bridge neuron 027					
IB028	FBbt:20001205	adult inferior bridge neuron 028					
IB029	FBbt:20001206	adult inferior bridge neuron 029					
IB030	FBbt:20001207	adult inferior bridge neuron 030					
IB031	FBbt:20001208	adult inferior bridge neuron 031					
IB032	FBbt:20001209	adult inferior bridge neuron 032					
IB033	FBbt:20001210	adult inferior bridge neuron 033					
IB034	FBbt:20001211	adult inferior bridge neuron 034					
IB035	FBbt:20001212	adult inferior bridge neuron 035					
IB036	FBbt:20001213	adult inferior bridge neuron 036					
IB037	FBbt:20001214	adult inferior bridge neuron 037					
IB038	FBbt:20001215	adult inferior bridge neuron 038					
IB039	FBbt:20001216	adult inferior bridge neuron 039					
IB040	FBbt:20001217	adult inferior bridge neuron 040					
IB041	FBbt:20001218	adult inferior bridge neuron 041					
IB042	FBbt:20001219	adult inferior bridge neuron 042					
IB043	FBbt:20001220	adult inferior bridge neuron 043					
IB044	FBbt:20001221	adult inferior bridge neuron 044					
IB045	FBbt:20001222	adult inferior bridge neuron 045					
IB046	FBbt:20001223	adult inferior bridge neuron 046					
IB047	FBbt:20001224	adult inferior bridge neuron 047					
IB048	FBbt:20001225	adult inferior bridge neuron 048					
IB049	FBbt:20001226	adult inferior bridge neuron 049					
IB050	FBbt:20001227	adult inferior bridge neuron 050					
IB051	FBbt:20001228	adult inferior bridge neuron 051					
IB052	FBbt:20001229	adult inferior bridge neuron 052					
IB053	FBbt:20001230	adult inferior bridge neuron 053					
IB054	FBbt:20001231	adult inferior bridge neuron 054					
IB055	FBbt:20001232	adult inferior bridge neuron 055					
IB056	FBbt:20001233	adult inferior bridge neuron 056					
IB057	FBbt:20001234	adult inferior bridge neuron 057					
IB058	FBbt:20001235	adult inferior bridge neuron 058					
IB059	FBbt:20001236	adult inferior bridge neuron 059					
IB060	FBbt:20001237	adult inferior bridge neuron 060					
IB061	FBbt:20001238	adult inferior bridge neuron 061					
IB062	FBbt:20001239	adult inferior bridge neuron 062					
IB063	FBbt:20001240	adult inferior bridge neuron 063					
IB064	FBbt:20001241	adult inferior bridge neuron 064					
IB065	FBbt:20001242	adult inferior bridge neuron 065					
IB066	FBbt:20001243	adult inferior bridge neuron 066					
IB067	FBbt:20001244	adult inferior bridge neuron 067					
IB068	FBbt:20001245	adult inferior bridge neuron 068					
IB069	FBbt:20001246	adult inferior bridge neuron 069					
IB070	FBbt:20001247	adult inferior bridge neuron 070					
IB071	FBbt:20001248	adult inferior bridge neuron 071					
IB072	FBbt:20001249	adult inferior bridge neuron 072					
IB073	FBbt:20001250	adult inferior bridge neuron 073					
IB074	FBbt:20001251	adult inferior bridge neuron 074					
IB075	FBbt:20001252	adult inferior bridge neuron 075					
IB076	FBbt:20001253	adult inferior bridge neuron 076					
IB077	FBbt:20001254	adult inferior bridge neuron 077					
IB078	FBbt:20001255	adult inferior bridge neuron 078					
IB079	FBbt:20001256	adult inferior bridge neuron 079					
IB080	FBbt:20001257	adult inferior bridge neuron 080					
IB081	FBbt:20001258	adult inferior bridge neuron 081					
IB082	FBbt:20001259	adult inferior bridge neuron 082					
IB083	FBbt:20001260	adult inferior bridge neuron 083					
IB084	FBbt:20001261	adult inferior bridge neuron 084					
IB085	FBbt:20001262	adult inferior bridge neuron 085					
IB086	FBbt:20001263	adult inferior bridge neuron 086					
IB087	FBbt:20001264	adult inferior bridge neuron 087					
IB088	FBbt:20001265	adult inferior bridge neuron 088					
IB089	FBbt:20001266	adult inferior bridge neuron 089					
IB090	FBbt:20001267	adult inferior bridge neuron 090					
IB091	FBbt:20001268	adult inferior bridge neuron 091					
IB092	FBbt:20001269	adult inferior bridge neuron 092					
IB093	FBbt:20001270	adult inferior bridge neuron 093					
