primary_type	specificity	FBbt_id	FBbt_name	references
IB092		FBbt:20001269	adult inferior bridge neuron 092	
IB093		FBbt:20001270	adult inferior bridge neuron 093	
IB094		FBbt:20001271	adult inferior bridge neuron 094	
IB095		FBbt:20001272	adult inferior bridge neuron 095	
IB097		FBbt:20001274	adult inferior bridge neuron 097	
IB110		FBbt:20001287	adult inferior bridge neuron 110	
IB114		FBbt:20001291	adult inferior bridge neuron 114	
IB115		FBbt:20001292	adult inferior bridge neuron 115	
IB116		FBbt:20001293	adult inferior bridge neuron 116	
IB117		FBbt:20001294	adult inferior bridge neuron 117	
IB118		FBbt:20001295	adult inferior bridge neuron 118	
IbSpsP		FBbt:00111383	adult inferior bridge-superior posterior slope-protocerebral bridge neuron	
il3LN6		FBbt:00047710	antennal lobe local neuron 6	
ISN		FBbt:00048518	interoceptive SEZ neuron	
JO-A		FBbt:00100008	zone A Johnston organ neuron	
JO-B		FBbt:00100009	zone B Johnston organ neuron	
JO-C		FBbt:00100010	zone C Johnston organ neuron	
JO-CA		FBbt:00049968	Johnston organ neuron CA	
JO-CL		FBbt:00047918	Johnston organ neuron CL	
JO-CM		FBbt:00047919	Johnston organ neuron CM	
JO-D		FBbt:00100020	zone D Johnston organ neuron	
JO-DA		FBbt:00049969	Johnston organ neuron DA	
JO-DP		FBbt:00047920	Johnston organ neuron DP	
JO-E		FBbt:00100021	zone E Johnston organ neuron	
JO-EDC		FBbt:00049973	Johnston organ neuron EDC	
JO-EDM		FBbt:00049972	Johnston organ neuron EDM	
JO-EDP		FBbt:00049971	Johnston organ neuron EDP	
JO-EV		FBbt:00049976	Johnston organ neuron EV	
JO-EVL		FBbt:00049975	Johnston organ neuron EVL	
JO-EVM		FBbt:00047924	Johnston organ neuron EVM	
JO-EVP		FBbt:00049974	Johnston organ neuron EVP	
JO-F		FBbt:00049956	zone F Johnston organ neuron	
JO-FDA		FBbt:00049957	Johnston organ neuron FDA	
JO-FDL		FBbt:00049964	Johnston organ neuron FDL	
JO-FDP		FBbt:00049966	Johnston organ neuron FDP	
JO-FVA		FBbt:00049963	Johnston organ neuron FVA	
JO-FVL		FBbt:00049965	Johnston organ neuron FVL	
JO-mz		FBbt:00049954	multiple zone Johnston organ neuron	
KCab		FBbt:00100248	alpha/beta Kenyon cell	
KCab-p		FBbt:00110931	alpha/beta posterior Kenyon cell	
KCapbp-ap1		FBbt:00049836	alpha'/beta' anterior-posterior type 1 Kenyon cell	
KCapbp-ap2		FBbt:00049837	alpha'/beta' anterior-posterior type 2 Kenyon cell	
KCapbp-m		FBbt:00100253	alpha'/beta' middle Kenyon cell	
KCg-d		FBbt:00110932	gamma dorsal Kenyon cell	
KCg-m		FBbt:00111061	gamma main Kenyon cell	
KCg-s1		FBbt:00049787	gamma-s1 Kenyon cell	
KCg-s2		FBbt:00049788	gamma-s2 Kenyon cell	
KCg-s3		FBbt:00049831	gamma-s3 Kenyon cell	
l_NSC_CRZ		FBbt:00052776	adult endocrine corazonin neuron of brain	
l_NSC_DH31		FBbt:00052640	adult CA-LP neuron	
l_NSC_ITP		FBbt:00047843	adult ipc-1 neuron	
l_NSC_unknown		FBbt:00110568	adult neurosecretory cell of pars lateralis	
l-CPDN3		FBbt:00052758	large central-projecting DN3 neuron	
l-LNv		FBbt:00003763	l-LNv neuron	
L1		FBbt:00003719	lamina monopolar neuron L1	
L1-3	parent_term	FBbt:00003718	lamina monopolar neuron	
L2		FBbt:00003720	lamina monopolar neuron L2	
l2LN19		FBbt:20003735	adult antennal lobe local neuron l2LN19	
l2LN20		FBbt:20003736	adult antennal lobe local neuron l2LN20	
l2LN21		FBbt:20003737	adult antennal lobe local neuron l2LN21	
l2LN22		FBbt:20003738	adult antennal lobe local neuron l2LN22	
l2LN23		FBbt:20003739	adult antennal lobe local neuron l2LN23	
L3		FBbt:00003721	lamina monopolar neuron L3	
L4		FBbt:00003722	lamina monopolar neuron L4	
L5		FBbt:00003725	lamina monopolar neuron L5	
labial_nerve_sensory_descending	general_term	FBbt:00051420	adult mechanosensory neuron	
Lai		FBbt:00003746	lamina intrinsic neuron Lai	
LAL001		FBbt:20001297	adult lateral accessory lobe neuron 001	
LAL002		FBbt:20001298	adult lateral accessory lobe neuron 002	
LAL003		FBbt:20001299	adult lateral accessory lobe neuron 003	
LAL004		FBbt:20001300	adult lateral accessory lobe neuron 004	
LAL006		FBbt:20001302	adult lateral accessory lobe neuron 006	
LAL007		FBbt:20001303	adult lateral accessory lobe neuron 007	
LAL008		FBbt:20001304	adult lateral accessory lobe neuron 008	
LAL009		FBbt:20001305	adult lateral accessory lobe neuron 009	
LAL010		FBbt:20001306	adult lateral accessory lobe neuron 010	
LAL011		FBbt:20001307	adult lateral accessory lobe neuron 011	
LAL012		FBbt:20001308	adult lateral accessory lobe neuron 012	
LAL013		FBbt:20001309	adult lateral accessory lobe neuron 013	
LAL014		FBbt:20001310	adult lateral accessory lobe neuron 014	
LAL015		FBbt:20001311	adult lateral accessory lobe neuron 015	
LAL016		FBbt:20001312	adult lateral accessory lobe neuron 016	
LAL017		FBbt:20001313	adult lateral accessory lobe neuron 017	
LAL018		FBbt:20001314	adult lateral accessory lobe neuron 018	
LAL019		FBbt:20001315	adult lateral accessory lobe neuron 019	
LAL020		FBbt:20001316	adult lateral accessory lobe neuron 020	
LAL021		FBbt:20001317	adult lateral accessory lobe neuron 021	
LAL022		FBbt:20001318	adult lateral accessory lobe neuron 022	
LAL023		FBbt:20001319	adult lateral accessory lobe neuron 023	
LAL024		FBbt:20001320	adult lateral accessory lobe neuron 024	
LAL026		FBbt:20001322	adult lateral accessory lobe neuron 026	
LAL027		FBbt:20001323	adult lateral accessory lobe neuron 027	
LAL028		FBbt:20001324	adult lateral accessory lobe neuron 028	
LAL030a	parent_term	FBbt:20001326	adult lateral accessory lobe neuron 030	
LAL030b	parent_term	FBbt:20001326	adult lateral accessory lobe neuron 030	
LAL030c	parent_term	FBbt:20001326	adult lateral accessory lobe neuron 030	
LAL030d	parent_term	FBbt:20001326	adult lateral accessory lobe neuron 030	
LAL031		FBbt:20001327	adult lateral accessory lobe neuron 031	
LAL034		FBbt:20001330	adult lateral accessory lobe neuron 034	
LAL035		FBbt:20001331	adult lateral accessory lobe neuron 035	
LAL037		FBbt:20001333	adult lateral accessory lobe neuron 037	
LAL038		FBbt:20001334	adult lateral accessory lobe neuron 038	
LAL040		FBbt:20001336	adult lateral accessory lobe neuron 040	
LAL042		FBbt:20001338	adult lateral accessory lobe neuron 042	
LAL043a	parent_term	FBbt:20001339	adult lateral accessory lobe neuron 043	
LAL043b	parent_term	FBbt:20001339	adult lateral accessory lobe neuron 043	
LAL043c	parent_term	FBbt:20001339	adult lateral accessory lobe neuron 043	
LAL045		FBbt:20001341	adult lateral accessory lobe neuron 045	
LAL046		FBbt:20001342	adult lateral accessory lobe neuron 046	
LAL047		FBbt:20001343	adult lateral accessory lobe neuron 047	
LAL049		FBbt:20001345	adult lateral accessory lobe neuron 049	
LAL051		FBbt:20001347	adult lateral accessory lobe neuron 051	
LAL052		FBbt:20001348	adult lateral accessory lobe neuron 052	
LAL053		FBbt:20001349	adult lateral accessory lobe neuron 053	
LAL054		FBbt:20001350	adult lateral accessory lobe neuron 054	
LAL055		FBbt:20001351	adult lateral accessory lobe neuron 055	
LAL056		FBbt:20001352	adult lateral accessory lobe neuron 056	
LAL059		FBbt:20001355	adult lateral accessory lobe neuron 059	
LAL064		FBbt:20001360	adult lateral accessory lobe neuron 064	
LAL072		FBbt:20001368	adult lateral accessory lobe neuron 072	
LAL073		FBbt:20001369	adult lateral accessory lobe neuron 073	
LAL074		FBbt:20001370	adult lateral accessory lobe neuron 074	
LAL075		FBbt:20001371	adult lateral accessory lobe neuron 075	
LAL076		FBbt:20001372	adult lateral accessory lobe neuron 076	
LAL081		FBbt:20001377	adult lateral accessory lobe neuron 081	
LAL082		FBbt:20001378	adult lateral accessory lobe neuron 082	
LAL085		FBbt:20001381	adult lateral accessory lobe neuron 085	
LAL086		FBbt:20001382	adult lateral accessory lobe neuron 086	
LAL087		FBbt:20001383	adult lateral accessory lobe neuron 087	
LAL088		FBbt:20001384	adult lateral accessory lobe neuron 088	
LAL089		FBbt:20001385	adult lateral accessory lobe neuron 089	
LAL090		FBbt:20001386	adult lateral accessory lobe neuron 090	
LAL093		FBbt:20001389	adult lateral accessory lobe neuron 093	
LAL094		FBbt:20001390	adult lateral accessory lobe neuron 094	
LAL096		FBbt:20001392	adult lateral accessory lobe neuron 096	
LAL098		FBbt:20001394	adult lateral accessory lobe neuron 098	
LAL099		FBbt:20001395	adult lateral accessory lobe neuron 099	
LAL100		FBbt:20001396	adult lateral accessory lobe neuron 100	
LAL101		FBbt:20001397	adult lateral accessory lobe neuron 101	
LAL102		FBbt:20001398	adult lateral accessory lobe neuron 102	
LAL103		FBbt:20001399	adult lateral accessory lobe neuron 103	
LAL104		FBbt:20001400	adult lateral accessory lobe neuron 104	
LAL108		FBbt:20001404	adult lateral accessory lobe neuron 108	
LAL110		FBbt:20001406	adult lateral accessory lobe neuron 110	
LAL111		FBbt:20001407	adult lateral accessory lobe neuron 111	
LAL112		FBbt:20001408	adult lateral accessory lobe neuron 112	
LAL113		FBbt:20001409	adult lateral accessory lobe neuron 113	
LAL114		FBbt:20001410	adult lateral accessory lobe neuron 114	
LAL115		FBbt:20001411	adult lateral accessory lobe neuron 115	
LAL116		FBbt:20001412	adult lateral accessory lobe neuron 116	
LAL117a	parent_term	FBbt:20001413	adult lateral accessory lobe neuron 117	
LAL117b	parent_term	FBbt:20001413	adult lateral accessory lobe neuron 117	
LAL119		FBbt:20001415	adult lateral accessory lobe neuron 119	
LAL120a	parent_term	FBbt:20001416	adult lateral accessory lobe neuron 120	
LAL120b	parent_term	FBbt:20001416	adult lateral accessory lobe neuron 120	
LAL121		FBbt:20001417	adult lateral accessory lobe neuron 121	
LAL122		FBbt:20001418	adult lateral accessory lobe neuron 122	
LAL123		FBbt:20001419	adult lateral accessory lobe neuron 123	
LAL124		FBbt:20001420	adult lateral accessory lobe neuron 124	
LAL126		FBbt:20001422	adult lateral accessory lobe neuron 126	
LAL127		FBbt:20001423	adult lateral accessory lobe neuron 127	
LAL128		FBbt:20001424	adult lateral accessory lobe neuron 128	
LAL129		FBbt:20001425	adult lateral accessory lobe neuron 129	
LAL130		FBbt:20001426	adult lateral accessory lobe neuron 130	
LAL131a	parent_term	FBbt:20001427	adult lateral accessory lobe neuron 131	
LAL131b	parent_term	FBbt:20001427	adult lateral accessory lobe neuron 131	
LAL132a	parent_term	FBbt:20001428	adult lateral accessory lobe neuron 132	
LAL132b	parent_term	FBbt:20001428	adult lateral accessory lobe neuron 132	
LAL133a	parent_term	FBbt:20001429	adult lateral accessory lobe neuron 133	
LAL133b	parent_term	FBbt:20001429	adult lateral accessory lobe neuron 133	
LAL135		FBbt:20001431	adult lateral accessory lobe neuron 135	
LAL137		FBbt:20001433	adult lateral accessory lobe neuron 137	
LAL138		FBbt:20001434	adult wedge-bilateral lateral accessory lobe neuron	
LAL139		FBbt:20001435	adult lateral accessory lobe neuron 139	
LAL140		FBbt:20001436	adult lateral accessory lobe neuron 140	
LAL141		FBbt:20001437	adult lateral accessory lobe neuron 141	
LAL142		FBbt:20001438	adult lateral accessory lobe neuron 142	
LAL143		FBbt:20001439	adult lateral accessory lobe neuron 143	
LAL144a	parent_term	FBbt:20001440	adult lateral accessory lobe neuron 144	
LAL144b	parent_term	FBbt:20001440	adult lateral accessory lobe neuron 144	
LAL145		FBbt:20001441	adult lateral accessory lobe neuron 145	
LAL146		FBbt:20001442	adult lateral accessory lobe neuron 146	
LAL147a	parent_term	FBbt:20001443	adult lateral accessory lobe neuron 147	
LAL147b	parent_term	FBbt:20001443	adult lateral accessory lobe neuron 147	
LAL147c	parent_term	FBbt:20001443	adult lateral accessory lobe neuron 147	
LAL148		FBbt:20001444	adult lateral accessory lobe neuron 148	
LAL149		FBbt:20001445	adult lateral accessory lobe neuron 149	
LAL150a	parent_term	FBbt:20001446	adult lateral accessory lobe neuron 150	
LAL150b	parent_term	FBbt:20001446	adult lateral accessory lobe neuron 150	
LAL151		FBbt:20001447	adult lateral accessory lobe neuron 151	
LAL152		FBbt:20001448	adult lateral accessory lobe neuron 152	
LAL153		FBbt:20001449	adult lateral accessory lobe neuron 153	
LAL154		FBbt:20001450	adult lateral accessory lobe neuron 154	
LAL155		FBbt:20001451	adult lateral accessory lobe neuron 155	
LAL156a	parent_term	FBbt:20001452	adult lateral accessory lobe neuron 156	
LAL156b	parent_term	FBbt:20001452	adult lateral accessory lobe neuron 156	
LAL157		FBbt:20001453	adult lateral accessory lobe neuron 157	
LAL158		FBbt:20001454	adult lateral accessory lobe neuron 158	
LAL159		FBbt:20001455	adult lateral accessory lobe neuron 159	
LAL160		FBbt:20001456	adult lateral accessory lobe neuron 160	
LAL162		FBbt:20001458	adult lateral accessory lobe neuron 162	
LAL163		FBbt:20001459	adult lateral accessory lobe neuron 163	
LAL165		FBbt:20001461	adult lateral accessory lobe neuron 165	
LAL167a	parent_term	FBbt:20001463	adult lateral accessory lobe neuron 167	
LAL167b	parent_term	FBbt:20001463	adult lateral accessory lobe neuron 167	
LAL168a	parent_term	FBbt:20001464	adult lateral accessory lobe neuron 168	
LAL168b	parent_term	FBbt:20001464	adult lateral accessory lobe neuron 168	
LAL169		FBbt:20001465	adult lateral accessory lobe neuron 169	
LAL170		FBbt:20001466	adult lateral accessory lobe neuron 170	
LAL171		FBbt:20001467	adult lateral accessory lobe neuron 171	
LAL173		FBbt:20001469	adult lateral accessory lobe neuron 173	
LAL175		FBbt:20001471	adult lateral accessory lobe neuron 175	
LAL176		FBbt:20001472	adult lateral accessory lobe neuron 176	
LAL179a	parent_term	FBbt:20001475	adult lateral accessory lobe neuron 179	
LAL179b	parent_term	FBbt:20001475	adult lateral accessory lobe neuron 179	
LAL180		FBbt:20001476	adult lateral accessory lobe neuron 180	
LAL181		FBbt:20001477	adult lateral accessory lobe neuron 181	
LAL182		FBbt:20001478	adult lateral accessory lobe neuron 182	
LAL183		FBbt:20001479	adult lateral accessory lobe neuron 183	
LAL184		FBbt:20001480	adult lateral accessory lobe neuron 184	
LAL185		FBbt:20001481	adult lateral accessory lobe neuron 185	
LAL186		FBbt:20001482	adult lateral accessory lobe neuron 186	
LAL187		FBbt:20001483	adult lateral accessory lobe neuron 187	
LAL188		FBbt:20001484	adult lateral accessory lobe neuron 188	
LAL190		FBbt:20001486	adult lateral accessory lobe neuron 190	
LAL191		FBbt:20001487	adult lateral accessory lobe neuron 191	
LAL193		FBbt:20001489	adult lateral accessory lobe neuron 193	
LAL194		FBbt:20001490	adult lateral accessory lobe neuron 194	
LAL195		FBbt:20001491	adult lateral accessory lobe neuron 195	
LAL196		FBbt:20001492	adult lateral accessory lobe neuron 196	
LAL197		FBbt:20001493	adult lateral accessory lobe neuron 197	
LAL198		FBbt:20001494	adult lateral accessory lobe neuron 198	
LAL199		FBbt:20001495	adult lateral accessory lobe neuron 199	
LAL200		FBbt:20001496	adult lateral accessory lobe neuron 200	
LAL203		FBbt:20001499	adult lateral accessory lobe neuron 203	
Lat		FBbt:00003745	lamina tangential neuron	
LatB	parent_term	FBbt:00003745	lamina tangential neuron	
Lawf1		FBbt:00003741	lamina wide-field 1 neuron	
Lawf2		FBbt:00110065	lamina wide-field 2 neuron	
LB1a	general_term	FBbt:00049613	bitter-sensing neuron	
LB1b	general_term	FBbt:00049613	bitter-sensing neuron	
LB2	general_term	FBbt:00049615	salt-sensing neuron	
LB3	general_term	FBbt:00005927	gustatory receptor neuron	
LC10a		FBbt:00111747	lobula columnar neuron LC10a	
LC10b		FBbt:00111745	lobula columnar neuron LC10b	
LC10c		FBbt:00111746	lobula columnar neuron LC10c	
LC10d		FBbt:00111748	lobula columnar neuron LC10d	
LC10e	parent_term	FBbt:00100482	lobula columnar neuron LC10	
LC10f		FBbt:20011437	adult lobula visual projection neuron LoVP76	FlyBase:FBrf0262545
LC11		FBbt:00100483	lobula columnar neuron LC11	
LC12		FBbt:00100484	lobula columnar neuron LC12	
LC13		FBbt:00100485	lobula columnar neuron LC13	
LC14a1	parent_term	FBbt:00052342	adult contralateral lobula LC14 neuron	
LC14a2	parent_term	FBbt:00052342	adult contralateral lobula LC14 neuron	
LC14b		FBbt:00111749	adult contralateral medulla LC14 neuron	
LC15		FBbt:00111750	lobula columnar neuron LC15	
LC16		FBbt:00111751	lobula columnar neuron LC16	
LC17		FBbt:00111752	lobula columnar neuron LC17	
LC18		FBbt:00111753	lobula columnar neuron LC18	
LC19		FBbt:00111754	lobula columnar neuron LC19	
LC20a	parent_term	FBbt:00111755	lobula columnar neuron LC20	
LC20b	parent_term	FBbt:00111755	lobula columnar neuron LC20	
LC21		FBbt:00111756	lobula columnar neuron LC21	
LC22		FBbt:00111757	lobula columnar neuron LC22	
LC24		FBbt:00111759	lobula columnar neuron LC24	
LC25		FBbt:00111760	lobula columnar neuron LC25	
LC26		FBbt:00111761	lobula columnar neuron LC26	
LC27		FBbt:00051248	lobula columnar neuron LC27	
LC28a	parent_term	FBbt:20011387	adult lobula columnar neuron LC28	
LC29		FBbt:20011388	adult lobula columnar neuron LC29	
LC31a		FBbt:20011389	adult lobula columnar neuron LC31a	
LC31b	parent_term	FBbt:20011390	adult lobula columnar neuron LC31b	FlyBase:FBrf0262545
LC31c	parent_term	FBbt:20011390	adult lobula columnar neuron LC31b	FlyBase:FBrf0262545
LC33a	parent_term	FBbt:00051247	lobula columnar neuron LC33	
LC34		FBbt:20011391	adult lobula columnar neuron LC34	
LC35	general_term	FBbt:00003870	lobula columnar neuron	
LC36		FBbt:20011394	adult lobula columnar neuron LC36	
LC37a	parent_term	FBbt:20011395	adult lobula columnar neuron LC37	
LC39	general_term	FBbt:00003870	lobula columnar neuron	
LC4		FBbt:00003874	lobula columnar neuron LC4	
LC40		FBbt:20011398	adult lobula columnar neuron LC40	
LC41		FBbt:20011399	adult lobula columnar neuron LC41	
LC43		FBbt:20011400	adult lobula columnar neuron LC43	
LC44		FBbt:20011401	adult lobula columnar neuron LC44	
LC45	general_term	FBbt:00003870	lobula columnar neuron	
LC46		FBbt:20011402	adult lobula columnar neuron LC46b	FlyBase:FBrf0262545
LC6		FBbt:00003876	lobula columnar neuron LC6	
LC9		FBbt:00100480	lobula columnar neuron LC9	
LCe01		FBbt:20007553	adult lobula columnar neuron e01	
LCe01a	parent_term	FBbt:20007553	adult lobula columnar neuron e01	
LCe01b	parent_term	FBbt:20007553	adult lobula columnar neuron e01	
LCe02		FBbt:20007554	lobula columnar neuron LC30	FlyBase:FBrf0262545
LCe03		FBbt:20007555	adult lobula visual projection neuron LoVP13	FlyBase:FBrf0262545
LCe04		FBbt:20007556	adult lobula visual projection neuron LoVP12	FlyBase:FBrf0262545
LCe05		FBbt:20007557	adult lobula visual projection neuron LoVP7	FlyBase:FBrf0262545
LCe06		FBbt:20007558	adult lobula visual projection neuron LoVP93	FlyBase:FBrf0262545
LCe07		FBbt:00111758	lobula columnar neuron LC23	FlyBase:FBrf0262545
LCe08		FBbt:20007560	adult lobula visual projection neuron LoVP3	FlyBase:FBrf0262545
LCe09		FBbt:20007561	adult lobula visual projection neuron LoVP9	FlyBase:FBrf0262545
LCNOp		FBbt:00049139	adult lateral accessory lobe-crepine-posterior nodulus 3 neuron	
LCNOpm		FBbt:00049138	adult lateral accessory lobe-crepine-posterior and medial nodulus 3 neuron	
LHAD1a1		FBbt:00049318	adult lateral horn AD1a1 neuron	
LHAD1a2		FBbt:00049319	adult lateral horn AD1a2 neuron	
LHAD1a3		FBbt:00049320	adult lateral horn AD1a3 neuron	
LHAD1a4a	parent_term	FBbt:00049321	adult lateral horn AD1a4 neuron	
LHAD1a4b	parent_term	FBbt:00049321	adult lateral horn AD1a4 neuron	
LHAD1a4c	parent_term	FBbt:00049321	adult lateral horn AD1a4 neuron	
LHAD1b1_b	parent_term	FBbt:00049322	adult lateral horn AD1b1 neuron	
LHAD1b2_a	parent_term	FBbt:00049323	adult lateral horn AD1b2 neuron	
LHAD1b3		FBbt:00051556	adult lateral horn AD1b3 neuron	
LHAD1b4		FBbt:00051557	adult lateral horn AD1b4 neuron	
LHAD1b5		FBbt:00051050	adult lateral horn AD1b5 neuron	
LHAD1c2a	parent_term	FBbt:00051055	adult lateral horn AD1c2 neuron	
LHAD1c2b	parent_term	FBbt:00051055	adult lateral horn AD1c2 neuron	
LHAD1c2c	parent_term	FBbt:00051055	adult lateral horn AD1c2 neuron	
LHAD1c3		FBbt:00051056	adult lateral horn AD1c3 neuron	
LHAD1d1		FBbt:00049325	adult lateral horn AD1d1 neuron	
LHAD1d2		FBbt:00051057	adult lateral horn AD1d2 neuron	
LHAD1f1a	parent_term	FBbt:00049326	adult lateral horn AD1f1 neuron	
LHAD1f1b	parent_term	FBbt:00049326	adult lateral horn AD1f1 neuron	
LHAD1f2		FBbt:00051558	adult lateral horn AD1f2 neuron	
LHAD1f3a	parent_term	FBbt:00051559	adult lateral horn AD1f3 neuron	
LHAD1f3b	parent_term	FBbt:00051559	adult lateral horn AD1f3 neuron	
LHAD1f3c	parent_term	FBbt:00051559	adult lateral horn AD1f3 neuron	
LHAD1f3d	parent_term	FBbt:00051559	adult lateral horn AD1f3 neuron	
LHAD1f4a	parent_term	FBbt:00049665	adult lateral horn AD1f4 neuron	
LHAD1f4b	parent_term	FBbt:00049665	adult lateral horn AD1f4 neuron	
LHAD1f4c	parent_term	FBbt:00049665	adult lateral horn AD1f4 neuron	
LHAD1g1		FBbt:00051561	adult lateral horn AD1g1 neuron	
LHAD1h1		FBbt:00051562	adult lateral horn AD1h1 neuron	
LHAD1j1	parent_term	FBbt:00059225	adult lateral horn AD1 neuron	
LHAD1k1		FBbt:00051564	adult lateral horn AD1k1 neuron	
LHAD2b1		FBbt:00049328	adult lateral horn AD2b1 neuron	
LHAD2c1		FBbt:00051611	adult lateral horn AD2c1 neuron	
LHAD2c2		FBbt:00051612	adult lateral horn AD2c2 neuron	
LHAD2c3a	parent_term	FBbt:00051613	adult lateral horn AD2c3 neuron	
LHAD2c3b	parent_term	FBbt:00051613	adult lateral horn AD2c3 neuron	
LHAD2c3c	parent_term	FBbt:00051613	adult lateral horn AD2c3 neuron	
LHAD2d1		FBbt:00051614	adult lateral horn AD2d1 neuron	
LHAD2e1		FBbt:00049666	adult lateral horn AD2e1 neuron	
LHAD2e3		FBbt:00051616	adult lateral horn AD2e3 neuron	
LHAD3a10		FBbt:00049668	adult lateral horn AD3a10 neuron	
LHAD3a8		FBbt:00049669	adult lateral horn AD3a8 neuron	
LHAD3d4		FBbt:00051629	adult lateral horn AD3d4 neuron	
LHAD3g1		FBbt:00051632	adult lateral horn AD3g1 neuron	
LHAD4a1		FBbt:00051633	adult lateral horn AD4a1 neuron	
LHAV1a1		FBbt:00049331	adult lateral horn AV1a1 neuron	
LHAV1a3		FBbt:00049333	adult lateral horn AV1a3 neuron	
LHAV1b1		FBbt:00049336	adult lateral horn AV1b1 neuron	
LHAV1b3		FBbt:00051598	adult lateral horn AV1b3 neuron	
LHAV1d1		FBbt:00051601	adult lateral horn AV1d1 neuron	
LHAV1d2		FBbt:00051602	adult lateral horn AV1d2 neuron	
LHAV1e1		FBbt:00051603	adult lateral horn AV1e1 neuron	
LHAV2a3a	parent_term	FBbt:00049339	adult lateral horn AV2a3 neuron	
LHAV2a3b	parent_term	FBbt:00049339	adult lateral horn AV2a3 neuron	
LHAV2a3c	parent_term	FBbt:00049339	adult lateral horn AV2a3 neuron	
LHAV2b1		FBbt:00049341	adult lateral horn AV2b1 neuron	
LHAV2b10		FBbt:00051635	adult lateral horn AV2b10 neuron	
LHAV2b11		FBbt:00051636	adult lateral horn AV2b11 neuron	
LHAV2b2a	parent_term	FBbt:00049342	adult lateral horn AV2b2 neuron	
LHAV2b2b	parent_term	FBbt:00049342	adult lateral horn AV2b2 neuron	
LHAV2b6		FBbt:00051640	adult lateral horn AV2b6 neuron	
LHAV2b7_a	parent_term	FBbt:00051641	adult lateral horn AV2b7 neuron	
LHAV2b7_b	parent_term	FBbt:00051641	adult lateral horn AV2b7 neuron	
LHAV2b9		FBbt:00051643	adult lateral horn AV2b9 neuron	
LHAV2d1		FBbt:00049670	adult lateral horn AV2d1 neuron	
LHAV2f2_a	parent_term	FBbt:00051650	adult lateral horn AV2f2 neuron	
LHAV2f2_b	parent_term	FBbt:00051650	adult lateral horn AV2f2 neuron	
LHAV2g1a	parent_term	FBbt:00051654	adult lateral horn AV2g1 neuron	
LHAV2g1b	parent_term	FBbt:00051654	adult lateral horn AV2g1 neuron	
LHAV2g2		FBbt:00051655	adult lateral horn AV2g2 neuron	
LHAV2g3		FBbt:00051656	adult lateral horn AV2g3 neuron	
LHAV2g5		FBbt:00051658	adult lateral horn AV2g5 neuron	
LHAV2k10		FBbt:00051668	adult lateral horn AV2k10 neuron	
LHAV2k13		FBbt:00051671	adult lateral horn AV2k13 neuron	
LHAV2k6		FBbt:00051676	adult lateral horn AV2k6 neuron	
LHAV2k8		FBbt:00051678	adult lateral horn AV2k8 neuron	
LHAV2m1		FBbt:00051681	adult lateral horn AV2m1 neuron	
LHAV2n1		FBbt:00051682	adult lateral horn AV2n1 neuron	
LHAV2o1		FBbt:00051683	adult lateral horn AV2o1 neuron	
LHAV2p1	parent_term	FBbt:00059219	adult lateral horn AV2 neuron	
LHAV3a1	parent_term	FBbt:00049344	adult lateral horn AV3a1 neuron	
LHAV3a1_c	parent_term	FBbt:00049344	adult lateral horn AV3a1 neuron	
LHAV3b12		FBbt:00051690	adult lateral horn AV3b12 neuron	
LHAV3c1		FBbt:00049672	adult lateral horn AV3c1 neuron	
LHAV3d1		FBbt:00049673	adult lateral horn AV3d1 neuron	
LHAV3e2		FBbt:00051703	adult lateral horn AV3e2 neuron	
LHAV3e3a	parent_term	FBbt:00049674	adult lateral horn AV3e3 neuron	
LHAV3e3b	parent_term	FBbt:00049674	adult lateral horn AV3e3 neuron	
LHAV3e6	parent_term	FBbt:00059220	adult lateral horn AV3 neuron	
LHAV3f1		FBbt:00049675	adult lateral horn AV3f1 neuron	
LHAV3g1		FBbt:00049676	adult lateral horn AV3g1 neuron	
LHAV3g2		FBbt:00051708	adult lateral horn AV3g2 neuron	
LHAV3h1		FBbt:00051709	adult lateral horn AV3h1 neuron	
LHAV3i1		FBbt:00051710	adult lateral horn AV3i1 neuron	
LHAV3j1		FBbt:00051711	adult lateral horn AV3j1 neuron	
LHAV3k1		FBbt:00051712	adult lateral horn AV3k1 neuron	
LHAV3k2		FBbt:00051713	adult lateral horn AV3k2 neuron	
LHAV3k3		FBbt:00051714	adult lateral horn AV3k3 neuron	
LHAV3k4		FBbt:00051715	adult lateral horn AV3k4 neuron	
LHAV3k5		FBbt:00051716	adult lateral horn AV3k5 neuron	
LHAV3k6		FBbt:00051717	adult lateral horn AV3k6 neuron	
LHAV3m1		FBbt:00051718	adult lateral horn AV3m1 neuron	
LHAV3o1		FBbt:00049677	adult lateral horn AV3o1 neuron	
LHAV3p1		FBbt:00051720	adult lateral horn AV3p1 neuron	
LHAV3q1		FBbt:00049678	adult lateral horn AV3q1 neuron	
LHAV4a1_b	parent_term	FBbt:00049345	adult lateral horn AV4a1 neuron	
LHAV4a2		FBbt:00049346	adult lateral horn AV4a2 neuron	
LHAV4a4		FBbt:00049348	adult lateral horn AV4a4 neuron	
LHAV4a6		FBbt:00051523	adult lateral horn AV4a6 neuron	
LHAV4b1		FBbt:00049350	adult lateral horn AV4b1 neuron	
LHAV4b2		FBbt:00049351	adult lateral horn AV4b2 neuron	
LHAV4c1		FBbt:00049356	adult lateral horn AV4c1 neuron	
